"recoveries","collection_recovery_fee","last_week_pay","int_rate","initial_list_status","loan_status"
0,0,44,21.67,"f","0"
0,0,52,6.03,"w","0"
0,0,52,18.49,"f","1"
0,0,22,12.69,"f","0"
0,0,31,6.89,"w","0"
0,0,26,9.17,"f","0"
0,0,39,16.55,"w","0"
0,0,13,16.99,"f","0"
0,0,13,11.53,"w","0"
0,0,4,5.32,"w","0"
0,0,61,12.49,"w","0"
0,0,56,9.49,"w","0"
0,0,131,10.64,"f","0"
0,0,65,11.67,"f","0"
0,0,4,9.76,"w","0"
0,0,135,16.29,"f","0"
0,0,44,17.57,"w","0"
0,0,22,17.57,"w","0"
0,0,131,14.33,"f","0"
0,0,9,16.99,"f","0"
0,0,48,7.49,"w","0"
0,0,122,15.61,"f","0"
0,0,9,13.67,"w","0"
0,0,70,9.17,"f","0"
0,0,57,14.49,"w","0"
0,0,4,13.33,"f","1"
0,0,44,6.92,"w","0"
0,0,9,9.17,"w","0"
0,0,35,7.49,"f","1"
0,0,35,15.61,"f","0"
0,0,83,22.15,"w","0"
0,0,83,8.39,"w","0"
0,0,52,12.49,"f","1"
0,0,22,16.99,"f","0"
0,0,9,12.59,"w","0"
0,0,96,18.25,"f","0"
311.53,3.1153,22,18.99,"w","0"
0,0,104,12.85,"f","0"
0,0,52,17.14,"w","0"
0,0,4,6.24,"w","0"
0,0,70,6.49,"w","0"
0,0,39,25.57,"f","0"
4470.43,44.7043000018,22,16.99,"f","0"
0,0,83,14.49,"w","0"
0,0,61,14.99,"w","0"
0,0,131,11.55,"f","0"
0,0,35,18.25,"f","0"
0,0,4,21.99,"w","0"
0,0,61,10.15,"w","0"
0,0,22,16.55,"f","0"
0,0,52,13.53,"f","1"
0,0,9,13.33,"w","0"
0,0,22,14.65,"w","0"
0,0,4,10.64,"w","0"
0,0,104,14.98,"w","0"
0,0,9,9.17,"w","0"
0,0,39,10.99,"f","0"
0,0,22,8.18,"f","1"
0,0,117,21.15,"f","1"
0,0,48,8.67,"f","0"
0,0,78,7.69,"f","0"
0,0,65,12.99,"w","1"
0,0,122,9.71,"w","0"
0,0,70,19.52,"f","0"
0,0,26,20.99,"w","0"
0,0,70,10.99,"w","1"
0,0,26,17.57,"w","1"
0,0,22,11.53,"f","0"
0,0,9,9.17,"w","0"
0,0,26,21.99,"f","0"
0,0,9,12.05,"w","0"
0,0,43,12.69,"w","0"
0,0,109,10.99,"w","0"
0,0,17,8.18,"w","0"
0,0,44,22.99,"w","0"
0,0,4,8.38,"w","0"
0,0,31,19.99,"f","0"
0,0,161,19.05,"f","0"
0,0,44,23.99,"f","0"
0,0,31,9.17,"f","0"
0,0,4,16.55,"w","0"
0,0,39,18.24,"w","1"
0,0,52,22.47,"w","1"
0,0,95,10.99,"f","0"
0,0,52,15.59,"f","1"
0,0,126,9.71,"f","0"
0,0,13,7.89,"f","0"
0,0,35,8.19,"w","0"
0,0,26,9.99,"f","0"
0,0,31,14.65,"f","1"
0,0,113,10.99,"w","0"
0,0,31,6.24,"w","0"
0,0,17,17.86,"f","0"
0,0,4,13.67,"f","0"
0,0,9,12.05,"w","0"
0,0,4,7.89,"w","0"
0,0,57,13.66,"w","0"
0,0,100,16.2,"f","1"
0,0,78,7.69,"w","0"
0,0,78,15.61,"w","0"
0,0,26,10.99,"w","0"
0,0,43,12.35,"w","0"
0,0,35,22.99,"f","0"
0,0,13,8.18,"w","0"
0,0,39,15.61,"w","0"
0,0,87,16.29,"w","0"
0,0,104,16.24,"w","0"
0,0,109,12.99,"f","1"
1808.96,18.0896,4,18.55,"f","0"
0,0,131,12.35,"f","0"
0,0,83,10.99,"f","0"
0,0,52,12.39,"w","0"
0,0,117,14.3,"w","0"
0,0,48,12.29,"w","0"
0,0,48,6.49,"w","0"
0,0,39,10.99,"f","0"
0,0,35,12.29,"w","0"
0,0,39,7.69,"f","1"
0,0,39,9.99,"w","0"
0,0,9,13.99,"w","0"
0,0,65,18.24,"w","0"
0,0,13,17.57,"w","0"
0,0,83,7.69,"w","0"
0,0,70,11.67,"w","0"
0,0,31,6.24,"f","0"
0,0,4,17.57,"f","0"
0,0,104,21.49,"w","1"
0,0,39,6.68,"f","0"
0,0,39,12.29,"f","0"
0,0,57,9.49,"f","0"
0,0,22,7.89,"w","0"
0,0,43,15.61,"w","0"
0,0,104,14.09,"f","1"
0,0,70,10.99,"w","0"
0,0,70,12.99,"w","0"
0,0,52,13.66,"w","0"
0,0,61,13.98,"w","0"
0,0,100,13.11,"f","1"
0,0,48,13.66,"f","0"
0,0,104,8.9,"w","1"
0,0,35,6.68,"w","0"
0,0,43,7.49,"w","1"
0,0,48,14.31,"f","1"
0,0,31,14.65,"w","0"
0,0,26,14.65,"w","0"
0,0,65,24.5,"w","0"
0,0,65,15.61,"w","0"
0,0,9,18.49,"f","0"
0,0,96,15.31,"f","0"
0,0,39,6.92,"w","0"
0,0,17,17.57,"f","0"
0,0,65,15.61,"f","0"
0,0,43,11.44,"f","0"
0,0,9,9.17,"w","0"
0,0,52,18.54,"f","0"
0,0,35,14.65,"f","0"
0,0,48,15.61,"w","0"
0,0,48,16.55,"w","0"
0,0,61,17.14,"w","0"
0,0,61,13.98,"f","1"
0,0,13,7.26,"f","1"
0,0,70,19.52,"w","0"
0,0,22,16.99,"f","0"
0,0,39,6.68,"w","0"
0,0,83,12.99,"f","0"
0,0,13,16.99,"w","0"
0,0,31,14.65,"w","0"
0,0,95,24.99,"f","0"
0,0,4,6.89,"w","0"
0,0,65,16.99,"f","0"
0,0,35,11.55,"w","1"
0,0,139,12.12,"f","0"
0,0,39,12.69,"w","0"
1256.62,12.5662,22,12.35,"f","0"
0,0,56,13.98,"f","0"
0,0,31,17.86,"w","0"
0,0,17,11.99,"w","1"
0,0,9,9.17,"w","0"
1198.52,11.8318000016,82,14.33,"f","0"
0,0,156,7.9,"f","1"
0,0,13,21,"f","0"
0,0,9,13.67,"w","0"
0,0,9,17.57,"f","0"
0,0,61,10.15,"w","0"
0,0,35,13.99,"w","0"
0,0,52,12.39,"w","0"
0,0,57,17.86,"w","0"
0,0,35,13.33,"w","0"
0,0,104,22.7,"f","1"
0,0,65,24.99,"w","0"
0,0,91,8.9,"f","1"
0,0,156,8.9,"f","1"
0,0,26,13.33,"w","0"
0,0,156,11.14,"f","1"
0,0,39,23.99,"f","0"
0,0,48,13.99,"w","0"
0,0,117,9.71,"f","1"
0,0,61,17.57,"w","0"
0,0,26,10.99,"f","0"
0,0,117,15.1,"w","0"
0,0,135,12.12,"f","1"
0,0,74,20.2,"w","0"
0,0,113,20.2,"f","0"
0,0,152,15.8,"f","1"
0,0,35,14.65,"w","0"
0,0,31,17.57,"f","0"
0,0,13,14.65,"f","0"
0,0,61,12.99,"w","0"
0,0,44,17.57,"f","0"
0,0,39,25.57,"f","0"
0,0,48,15.59,"f","0"
0,0,95,12.85,"f","0"
0,0,9,19.99,"f","1"
0,0,91,13.65,"w","1"
0,0,109,16.99,"f","0"
0,0,52,14.99,"w","0"
0,0,139,17.27,"f","0"
0,0,4,13.67,"w","0"
0,0,39,15.61,"w","0"
0,0,4,9.17,"w","0"
0,0,17,16.55,"f","0"
0,0,52,13.66,"w","0"
0,0,13,11.53,"w","0"
0,0,39,17.57,"w","1"
0,0,17,20.99,"w","0"
0,0,48,14.49,"w","1"
0,0,52,16.29,"w","1"
0,0,48,7.49,"w","0"
0,0,95,12.99,"f","0"
0,0,139,7.62,"f","0"
0,0,17,18.55,"w","0"
0,0,9,11.53,"w","0"
0,0,35,17.57,"w","1"
0,0,35,10.99,"w","0"
0,0,48,18.84,"f","0"
0,0,48,16.49,"f","0"
16.12,0,100,22.95,"w","0"
0,0,130,14.09,"f","0"
0,0,104,8.9,"f","0"
0,0,48,8.9,"w","1"
0,0,52,6.03,"w","0"
0,0,48,7.9,"w","1"
0,0,122,18.49,"f","1"
0,0,9,14.33,"w","0"
0,0,17,20.99,"f","0"
0,0,74,6.49,"w","0"
0,0,26,13.33,"w","0"
0,0,61,6.49,"f","0"
0,0,26,8.18,"f","0"
0,0,44,8.18,"w","0"
0,0,65,16.29,"f","0"
0,0,35,9.99,"f","0"
0,0,31,19.99,"f","0"
0,0,126,15.22,"w","0"
0,0,91,14.64,"w","0"
0,0,43,16.49,"f","0"
0,0,74,19.52,"f","0"
0,0,13,13.99,"w","0"
0,0,48,8.67,"w","0"
0,0,152,8.9,"w","0"
0,0,117,16.2,"f","0"
0,0,56,16.49,"f","0"
0,0,61,14.31,"w","0"
0,0,65,19.52,"w","0"
0,0,4,7.26,"w","0"
0,0,113,14.3,"f","0"
0,0,144,11.14,"f","0"
0,0,26,17.86,"w","0"
0,0,26,14.65,"f","1"
0,0,44,6.39,"f","0"
0,0,65,13.11,"f","1"
0,0,9,8.18,"f","0"
0,0,61,9.17,"f","0"
0,0,35,13.99,"f","0"
0,0,26,10.99,"w","0"
0,0,22,15.61,"f","0"
0,0,104,16.99,"f","0"
0,0,65,7.62,"f","1"
0,0,65,17.57,"w","0"
0,0,44,16.55,"f","0"
0,0,26,11.53,"w","0"
0,0,35,12.29,"w","0"
0,0,9,7.26,"w","0"
0,0,4,18.99,"f","0"
0,0,61,18.54,"f","0"
0,0,31,11.53,"f","0"
0,0,83,10.99,"f","0"
0,0,52,8.19,"w","0"
0,0,95,10.99,"w","0"
0,0,83,13.35,"w","0"
0,0,9,9.17,"w","0"
0,0,44,9.17,"w","0"
0,0,4,5.32,"f","0"
0,0,87,20.49,"f","0"
0,0,74,14.99,"w","0"
0,0,35,25.78,"f","0"
0,0,57,12.39,"w","0"
0,0,52,12.39,"f","0"
0,0,22,12.69,"w","0"
0,0,43,13.99,"f","0"
0,0,22,8.18,"w","0"
0,0,22,9.99,"w","0"
0,0,26,12.29,"w","0"
0,0,22,14.65,"w","0"
0,0,39,9.99,"w","0"
0,0,61,9.17,"f","1"
0,0,83,8.39,"w","0"
0,0,9,16.99,"w","0"
0,0,48,13.99,"w","0"
0,0,26,6.92,"f","1"
0,0,91,7.9,"f","1"
0,0,13,14.31,"w","1"
0,0,17,13.11,"f","1"
0,0,87,10.15,"f","0"
0,0,57,19.52,"w","1"
0,0,4,12.59,"w","0"
0,0,39,12.29,"w","0"
0,0,78,6.03,"w","0"
0,0,22,17.86,"w","0"
0,0,4,8.38,"w","0"
0,0,156,12.12,"f","1"
0,0,13,12.69,"w","0"
0,0,74,20.99,"w","0"
0,0,17,23.43,"w","1"
0,0,56,13.35,"f","1"
0,0,78,15.61,"f","0"
0,0,9,10.99,"w","0"
0,0,9,18.24,"f","1"
0,0,78,18.24,"w","0"
0,0,74,18.24,"f","0"
0,0,52,11.44,"f","0"
0,0,35,17.76,"f","1"
0,0,100,19.22,"f","0"
0,0,26,16.55,"w","0"
0,0,135,12.12,"w","0"
0,0,31,21.99,"f","0"
0,0,39,19.52,"w","0"
0,0,22,19.99,"w","0"
0,0,9,13.67,"w","0"
0,0,52,11.99,"f","0"
0,0,61,14.49,"w","0"
0,0,26,10.99,"f","1"
0,0,52,9.49,"w","0"
0,0,26,9.17,"w","0"
0,0,139,14.33,"f","0"
0,0,0,25.78,"w","1"
0,0,4,13.67,"w","0"
0,0,35,11.53,"f","0"
0,0,9,12.69,"f","0"
0,0,48,13.66,"f","0"
0,0,22,9.17,"w","0"
0,0,4,9.17,"w","0"
0,0,4,10.64,"w","0"
2576.45,25.6538999936,43,22.95,"f","0"
0,0,139,17.77,"w","0"
0,0,104,14.98,"w","0"
0,0,100,12.49,"f","0"
0,0,9,8.18,"w","0"
0,0,9,17.57,"f","0"
0,0,22,19.19,"w","0"
0,0,65,15.61,"w","0"
0,0,104,15.61,"w","0"
0,0,26,13.33,"w","0"
0,0,26,7.26,"f","0"
0,0,61,6.99,"f","0"
0,0,17,10.99,"w","0"
0,0,31,10.99,"w","1"
0,0,109,6.03,"f","1"
0,0,83,15.8,"f","1"
0,0,26,18.25,"f","0"
0,0,57,25.57,"f","0"
0,0,35,16.55,"w","0"
0,0,9,18.49,"w","0"
0,0,30,9.17,"f","1"
0,0,52,9.67,"w","1"
0,0,65,14.09,"f","1"
0,0,22,19.19,"f","0"
0,0,35,9.17,"f","0"
0,0,31,12.29,"f","0"
0,0,65,7.69,"f","0"
0,0,91,7.9,"w","0"
0,0,52,6.99,"f","0"
0,0,57,20.5,"w","1"
0,0,35,9.17,"f","0"
0,0,48,17.86,"f","0"
0,0,126,11.14,"w","1"
0,0,4,7.89,"f","0"
0,0,52,8.19,"f","0"
0,0,13,16.99,"w","0"
0,0,35,11.53,"w","0"
0,0,22,14.65,"w","1"
0,0,39,12.29,"f","0"
0,0,74,10.99,"w","0"
0,0,122,12.35,"w","0"
0,0,17,24.08,"w","0"
0,0,52,9.49,"f","0"
0,0,39,8.18,"w","0"
0,0,96,20.49,"f","0"
0,0,4,7.89,"w","0"
0,0,39,14.65,"w","0"
0,0,4,16.99,"w","1"
0,0,126,16.78,"f","0"
0,0,65,7.12,"w","0"
0,0,43,25.89,"w","0"
0,0,13,6.24,"f","0"
0,0,9,10.99,"w","0"
0,0,100,14.64,"w","0"
0,0,26,11.53,"w","0"
0,0,74,7.69,"f","0"
0,0,17,11.53,"f","0"
0,0,17,15.61,"f","0"
0,0,61,15.61,"f","1"
0,0,122,18.25,"f","1"
0,0,17,11.53,"w","0"
0,0,104,16.2,"f","0"
0,0,65,13.35,"f","1"
0,0,48,12.39,"f","0"
0,0,13,11.53,"f","0"
0,0,74,17.57,"f","0"
0,0,4,8.38,"w","0"
0,0,9,15.61,"w","0"
0,0,74,7.9,"f","1"
0,0,156,12.12,"f","1"
0,0,26,13.33,"w","0"
0,0,30,16.99,"f","0"
0,0,31,15.61,"f","0"
0,0,13,17.86,"w","0"
0,0,13,8.18,"f","0"
0,0,61,10.49,"f","0"
0,0,61,23.99,"f","0"
0,0,9,13.67,"w","0"
0,0,22,9.99,"w","0"
1122.07,11.15,26,13.11,"f","0"
0,0,70,19.52,"f","1"
0,0,39,17.57,"f","0"
0,0,4,5.32,"w","0"
1829.95,18.2995,35,19.52,"f","0"
0,0,17,13.33,"w","0"
0,0,13,17.86,"f","0"
0,0,17,21.99,"w","0"
0,0,31,9.17,"w","0"
0,0,4,13.18,"w","0"
0,0,13,13.99,"f","0"
0,0,48,12.39,"f","0"
0,0,78,15.22,"w","1"
0,0,52,14.31,"w","0"
0,0,83,13.35,"f","0"
0,0,52,15.59,"f","0"
0,0,52,12.99,"f","1"
0,0,52,25.57,"w","1"
0,0,30,12.85,"f","1"
0,0,22,12.69,"w","0"
0,0,13,10.99,"w","0"
0,0,9,16.99,"f","0"
0,0,126,10.16,"f","1"
0,0,126,14.33,"f","0"
0,0,22,8.18,"w","0"
0,0,70,16.99,"w","0"
0,0,17,14.09,"f","0"
0,0,61,18.25,"w","1"
0,0,39,11.53,"w","0"
0,0,22,12.29,"w","0"
0,0,22,12.69,"w","0"
0,0,13,12.29,"w","0"
0,0,22,19.99,"f","1"
0,0,39,14.49,"f","0"
0,0,65,12.99,"f","0"
0,0,35,9.17,"f","0"
0,0,39,15.8,"f","1"
0,0,52,14.31,"w","0"
0,0,56,17.57,"f","1"
0,0,44,12.29,"f","0"
0,0,109,11.99,"f","0"
0,0,17,18.92,"w","0"
0,0,91,7.9,"f","0"
0,0,31,7.89,"w","0"
0,0,43,15.61,"f","0"
3285.78,32.8578,22,15.61,"f","0"
0,0,13,5.32,"f","0"
0,0,17,16.99,"f","0"
0,0,122,10.64,"w","0"
0,0,61,14.98,"w","0"
0,0,48,16.49,"f","1"
0,0,44,13.33,"w","0"
0,0,22,6.89,"w","0"
0,0,78,17.57,"w","0"
0,0,96,12.99,"f","0"
0,0,31,13.99,"f","0"
0,0,26,22.99,"f","1"
0,0,156,13.11,"f","1"
0,0,74,15.61,"w","0"
0,0,17,6.24,"w","0"
0,0,57,6.49,"f","0"
371.02,3.7102,39,18.49,"f","0"
0,0,61,11.99,"w","0"
0,0,83,10.15,"w","0"
0,0,26,7.89,"w","0"
0,0,113,21.7,"f","0"
0,0,100,15.61,"f","0"
0,0,9,10.99,"w","0"
0,0,96,17.57,"f","0"
0,0,4,15.41,"f","0"
0,0,31,10.99,"w","0"
0,0,35,13.99,"f","0"
0,0,26,16.99,"w","0"
0,0,61,12.99,"w","0"
0,0,52,14.99,"w","0"
0,0,78,14.64,"w","1"
0,0,17,15.61,"f","0"
0,0,13,23.99,"w","0"
0,0,26,14.65,"w","0"
0,0,117,15.61,"f","0"
0,0,35,7.89,"w","0"
0,0,13,13.33,"w","0"
0,0,39,15.61,"w","1"
0,0,96,14.33,"f","1"
0,0,87,15.61,"f","0"
0,0,4,15.41,"w","0"
0,0,13,10.99,"f","0"
0,0,9,12.29,"w","0"
0,0,35,9.17,"w","0"
0,0,48,17.14,"w","0"
0,0,17,13.99,"w","0"
0,0,17,13.33,"w","0"
0,0,48,15.61,"f","1"
0,0,48,9.99,"f","0"
0,0,61,10.49,"f","0"
0,0,4,11.99,"w","0"
0,0,52,14.99,"w","0"
0,0,44,6.92,"w","0"
0,0,104,6.62,"f","0"
0,0,48,15.59,"f","0"
0,0,35,6.24,"f","0"
0,0,9,19.99,"f","0"
0,0,22,14.65,"w","0"
0,0,122,15.88,"f","0"
0,0,135,13.11,"w","0"
0,0,26,9.17,"w","0"
0,0,65,11.67,"w","0"
0,0,156,13.11,"f","1"
0,0,26,15.61,"w","0"
0,0,83,11.67,"f","0"
0,0,17,19.99,"w","0"
0,0,104,12.12,"f","1"
0,0,148,15.31,"f","0"
0,0,39,13.99,"f","0"
0,0,17,12.29,"f","0"
0,0,61,14.49,"w","0"
0,0,17,19.99,"f","0"
0,0,52,19.99,"w","0"
0,0,161,14.33,"f","1"
0,0,13,12.69,"w","0"
0,0,104,17.77,"f","1"
0,0,96,15.61,"w","0"
0,0,52,17.86,"w","0"
0,0,78,19.47,"w","1"
0,0,22,6.24,"w","0"
0,0,126,21.6,"f","0"
0,0,43,6.92,"f","0"
0,0,31,13.33,"w","0"
0,0,9,12.05,"w","0"
0,0,95,19.99,"f","0"
0,0,61,24.08,"w","0"
0,0,26,12.39,"w","1"
0,0,35,9.99,"w","0"
1674.6,16.746000002,65,8.9,"f","0"
0,0,74,13.35,"w","0"
0,0,22,19.19,"w","0"
0,0,44,11.53,"w","0"
0,0,52,8.19,"w","0"
0,0,109,15.61,"w","0"
0,0,17,12.29,"w","0"
0,0,87,15.61,"f","0"
0,0,65,10.99,"f","0"
0,0,35,13.99,"f","0"
0,0,70,12.35,"w","1"
0,0,17,10.99,"w","0"
0,0,156,14.09,"f","1"
0,0,17,10.99,"f","0"
0,0,22,13.99,"f","0"
0,0,22,14.31,"f","0"
0,0,26,13.99,"w","0"
0,0,35,13.35,"w","0"
0,0,117,11.99,"f","0"
0,0,39,8.18,"w","0"
0,0,109,7.9,"f","1"
0,0,74,12.49,"w","0"
0,0,35,6.68,"w","0"
0,0,131,12.35,"f","0"
0,0,26,11.53,"f","0"
0,0,44,11.53,"w","0"
0,0,39,17.57,"f","1"
0,0,9,15.41,"f","0"
0,0,87,13.35,"w","0"
0,0,9,7.89,"w","0"
0,0,48,8.67,"f","0"
0,0,22,16.55,"w","0"
0,0,91,18.92,"w","0"
0,0,113,15.31,"f","1"
0,0,39,7.12,"f","1"
0,0,26,7.89,"w","0"
0,0,52,18.54,"w","0"
0,0,78,14.16,"f","0"
0,0,83,16.99,"w","0"
0,0,26,13.99,"w","0"
0,0,52,7.49,"f","0"
0,0,35,12.69,"f","0"
0,0,39,18.25,"f","0"
0,0,35,13.99,"f","0"
0,0,39,5.93,"f","0"
0,0,113,14.3,"f","0"
0,0,9,18.49,"f","0"
0,0,13,8.18,"w","0"
0,0,48,24.5,"w","0"
0,0,100,10.16,"f","1"
0,0,52,10.99,"w","1"
0,0,4,12.69,"w","1"
0,0,65,12.49,"w","0"
0,0,31,7.26,"w","0"
0,0,109,11.55,"f","1"
0,0,113,10.64,"f","1"
0,0,31,12.69,"f","0"
0,0,22,10.99,"w","0"
0,0,87,15.61,"f","0"
0,0,52,18.24,"f","1"
0,0,87,18.25,"f","0"
0,0,48,15.99,"w","0"
0,0,83,10.99,"f","0"
0,0,156,11.14,"f","1"
0,0,31,12.29,"w","0"
0,0,13,15.61,"f","0"
0,0,109,20.8,"f","1"
878.97,158.214600001,69,19.52,"f","0"
0,0,109,14.47,"w","0"
0,0,17,9.17,"f","0"
0,0,74,13.35,"f","0"
0,0,31,6.39,"w","0"
0,0,30,9.67,"f","1"
0,0,57,16.49,"w","0"
0,0,52,8.67,"f","0"
0,0,96,22.45,"f","0"
0,0,122,8.9,"f","0"
0,0,70,15.31,"f","1"
0,0,113,12.99,"w","0"
0,0,91,8.9,"w","0"
0,0,4,14.33,"w","0"
0,0,57,6.03,"f","0"
0,0,26,25.78,"w","0"
0,0,74,14.16,"f","1"
0,0,39,13.33,"w","0"
0,0,9,10.99,"w","0"
0,0,48,11.44,"f","0"
0,0,4,12.99,"w","1"
0,0,70,13.98,"f","0"
0,0,26,13.99,"w","0"
0,0,74,7.69,"f","0"
0,0,39,18.84,"f","0"
0,0,152,18.49,"f","0"
0,0,13,12.69,"f","0"
0,0,13,11.53,"f","0"
0,0,100,12.85,"w","0"
0,0,43,9.17,"f","0"
0,0,0,14.31,"w","1"
0,0,113,19.05,"w","1"
0,0,39,7.69,"w","1"
0,0,17,12.69,"w","0"
0,0,61,9.49,"w","0"
0,0,39,7.12,"w","1"
0,0,65,18.99,"f","0"
0,0,17,13.99,"w","0"
0,0,113,10.16,"f","1"
0,0,87,9.71,"f","1"
0,0,144,13.11,"w","0"
0,0,78,12.99,"w","0"
0,0,13,5.32,"f","0"
0,0,4,6.24,"w","0"
0,0,13,9.99,"f","0"
0,0,31,13.33,"f","0"
0,0,87,22.45,"f","0"
0,0,48,15.59,"w","1"
0,0,35,14.65,"w","0"
0,0,100,13.98,"f","0"
0,0,17,16.55,"w","0"
0,0,4,17.57,"f","0"
0,0,87,11.99,"f","0"
0,0,35,13.99,"f","0"
0,0,82,14.47,"w","1"
0,0,13,9.99,"w","0"
0,0,39,12.29,"f","0"
0,0,4,5.32,"w","0"
0,0,52,16.49,"f","0"
0,0,57,22.99,"f","0"
0,0,30,10.99,"f","1"
0,0,87,14.16,"f","0"
0,0,52,7.49,"f","0"
0,0,30,9.17,"w","1"
0,0,9,15.61,"w","0"
0,0,52,14.31,"w","0"
0,0,48,11.99,"w","1"
0,0,65,9.17,"f","0"
0,0,17,11.53,"w","0"
0,0,39,15.31,"f","1"
0,0,39,6.68,"w","0"
0,0,44,13.33,"w","0"
0,0,52,7.49,"f","0"
0,0,17,10.99,"w","0"
0,0,91,8.9,"w","0"
0,0,78,10.99,"f","0"
0,0,44,23.99,"f","0"
0,0,9,9.17,"w","0"
0,0,43,18.24,"w","1"
0,0,78,18.99,"w","0"
0,0,9,16.29,"f","1"
0,0,91,24.99,"w","0"
0,0,9,5.32,"w","0"
0,0,52,8.19,"w","0"
0,0,31,7.26,"w","0"
0,0,43,9.49,"w","0"
0,0,139,14.33,"f","0"
0,0,35,9.17,"f","0"
0,0,87,9.71,"f","1"
0,0,148,7.9,"f","0"
0,0,131,8.9,"f","0"
0,0,109,7.62,"f","0"
